0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1366,1652,1725,1663,1770,1958,1960,1435,1554,1595,1306,1353,1786,1685,1338,1925,1457,1816,1467,1578,1238,1981,1941,1814,1934,1761,1717,1469,1558,1940,1286,1226,1795,1442,1728,1351,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1405,2061,1401,1712,1872,2013,1685,1403,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1392,1566,2044,1258,1856,1727,1251,1616,1832,1219,1697,2093,1350,1482,1558,1438,1253,1933,1207
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1652,1725,1663,1770,1958,1960,1435,1554,1595,1306,1353,1786,1685,1338,1925,1457,1816,1467,1578,1238,1981,1941,1814,1934,1761,1717,1469,1558,1940,1286,1226,1795,1442,1728,1351,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1405,2061,1401,1712,1872,2013,1685,1403,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1392,1566,2044,1258,1856,1727,1251,1616,1832,1219,1697,2093,1350,1482,1558,1438,1253,1933,1366
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1725,1663,1770,1958,1960,1435,1554,1595,1306,1353,1786,1685,1338,1925,1457,1816,1467,1578,1238,1981,1941,1814,1934,1761,1717,1469,1558,1940,1286,1226,1795,1442,1728,1351,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1405,2061,1401,1712,1872,2013,1685,1403,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1392,1566,2044,1258,1856,1727,1251,1616,1832,1652,1697,2093,1350,1482,1558,1438,1253,1933,1366
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1663,1770,1958,1960,1435,1554,1595,1306,1353,1786,1685,1338,1925,1457,1816,1467,1578,1238,1981,1941,1814,1934,1761,1717,1469,1558,1940,1286,1725,1795,1442,1728,1351,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1405,2061,1401,1712,1872,2013,1685,1403,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1392,1566,2044,1258,1856,1727,1251,1616,1832,1652,1697,2093,1350,1482,1558,1438,1253,1933,1366
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1770,1958,1960,1435,1554,1595,1306,1353,1786,1685,1338,1925,1457,1816,1467,1578,1663,1981,1941,1814,1934,1761,1717,1469,1558,1940,1286,1725,1795,1442,1728,1351,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1405,2061,1401,1712,1872,2013,1685,1403,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1392,1566,2044,1258,1856,1727,1251,1616,1832,1652,1697,2093,1350,1482,1558,1438,1253,1933,1366
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1958,1960,1435,1554,1595,1306,1353,1786,1685,1338,1925,1457,1816,1467,1578,1663,1981,1941,1814,1934,1761,1717,1469,1558,1940,1286,1725,1795,1442,1728,1351,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1405,2061,1401,1712,1872,2013,1685,1403,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1392,1566,2044,1258,1856,1727,1770,1616,1832,1652,1697,2093,1350,1482,1558,1438,1253,1933,1366
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1960,1435,1554,1595,1306,1353,1786,1685,1338,1925,1457,1816,1467,1578,1663,1981,1941,1814,1934,1761,1717,1469,1558,1940,1286,1725,1795,1442,1728,1351,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1405,2061,1401,1712,1872,2013,1685,1403,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1392,1566,2044,1258,1856,1727,1770,1616,1832,1652,1697,2093,1350,1482,1558,1438,1958,1933,1366
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1435,1554,1595,1306,1353,1786,1685,1338,1925,1457,1816,1467,1578,1663,1981,1941,1814,1934,1761,1717,1469,1558,1940,1286,1725,1795,1442,1728,1351,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1405,2061,1401,1712,1872,2013,1685,1403,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1392,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1350,1482,1558,1438,1958,1933,1366
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1554,1595,1306,1353,1786,1685,1338,1925,1457,1816,1467,1578,1663,1981,1941,1814,1934,1761,1717,1469,1558,1940,1435,1725,1795,1442,1728,1351,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1405,2061,1401,1712,1872,2013,1685,1403,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1392,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1350,1482,1558,1438,1958,1933,1366
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1595,1554,1353,1786,1685,1338,1925,1457,1816,1467,1578,1663,1981,1941,1814,1934,1761,1717,1469,1558,1940,1435,1725,1795,1442,1728,1351,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1405,2061,1401,1712,1872,2013,1685,1403,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1392,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1350,1482,1558,1438,1958,1933,1366
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1554,1353,1786,1685,1595,1925,1457,1816,1467,1578,1663,1981,1941,1814,1934,1761,1717,1469,1558,1940,1435,1725,1795,1442,1728,1351,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1405,2061,1401,1712,1872,2013,1685,1403,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1392,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1350,1482,1558,1438,1958,1933,1366
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1353,1786,1685,1595,1925,1457,1816,1467,1578,1663,1981,1941,1814,1934,1761,1717,1469,1558,1940,1435,1725,1795,1442,1728,1351,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1405,2061,1401,1712,1872,2013,1685,1403,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1392,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1554,1482,1558,1438,1958,1933,1366
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1786,1685,1595,1925,1457,1816,1467,1578,1663,1981,1941,1814,1934,1761,1717,1469,1558,1940,1435,1725,1795,1442,1728,1353,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1405,2061,1401,1712,1872,2013,1685,1403,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1392,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1554,1482,1558,1438,1958,1933,1366
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1685,1595,1925,1457,1816,1467,1578,1663,1981,1941,1814,1934,1761,1717,1469,1558,1940,1435,1725,1795,1442,1728,1786,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1405,2061,1401,1712,1872,2013,1685,1403,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1392,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1554,1482,1558,1438,1958,1933,1366
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1595,1925,1457,1816,1467,1578,1663,1981,1941,1814,1934,1761,1717,1469,1558,1940,1435,1725,1795,1442,1728,1786,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1405,2061,1401,1712,1872,2013,1685,1403,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1392,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1554,1482,1558,1438,1958,1933,1685
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1392,1925,1457,1816,1467,1578,1663,1981,1941,1814,1934,1761,1717,1469,1558,1940,1435,1725,1795,1442,1728,1786,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1405,2061,1401,1712,1872,2013,1685,1403,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1595,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1554,1482,1558,1438,1958,1933,1685
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1392,1401,1457,1816,1467,1578,1663,1981,1941,1814,1934,1761,1717,1469,1558,1940,1435,1725,1795,1442,1728,1786,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1405,2061,1925,1712,1872,2013,1685,1403,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1595,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1554,1482,1558,1438,1958,1933,1685
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1392,1401,1403,1816,1467,1578,1663,1981,1941,1814,1934,1761,1717,1469,1558,1940,1435,1725,1795,1442,1728,1786,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1405,2061,1925,1712,1872,2013,1685,1457,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1595,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1554,1482,1558,1438,1958,1933,1685
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1392,1401,1403,1405,1467,1578,1663,1981,1941,1814,1934,1761,1717,1469,1558,1940,1435,1725,1795,1442,1728,1786,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1816,2061,1925,1712,1872,2013,1685,1457,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1595,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1554,1482,1558,1438,1958,1933,1685
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1392,1401,1403,1405,1435,1578,1663,1981,1941,1814,1934,1761,1717,1469,1558,1940,1467,1725,1795,1442,1728,1786,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1816,2061,1925,1712,1872,2013,1685,1457,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1595,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1554,1482,1558,1438,1958,1933,1685
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1392,1401,1403,1405,1435,1438,1663,1981,1941,1814,1934,1761,1717,1469,1558,1940,1467,1725,1795,1442,1728,1786,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1816,2061,1925,1712,1872,2013,1685,1457,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1595,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1554,1482,1558,1578,1958,1933,1685
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1392,1401,1403,1405,1435,1438,1442,1981,1941,1814,1934,1761,1717,1469,1558,1940,1467,1725,1795,1663,1728,1786,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1816,2061,1925,1712,1872,2013,1685,1457,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1595,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1554,1482,1558,1578,1958,1933,1685
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1392,1401,1403,1405,1435,1438,1442,1457,1941,1814,1934,1761,1717,1469,1558,1940,1467,1725,1795,1663,1728,1786,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1816,2061,1925,1712,1872,2013,1685,1981,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1595,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1554,1482,1558,1578,1958,1933,1685
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1392,1401,1403,1405,1435,1438,1442,1457,1467,1814,1934,1761,1717,1469,1558,1940,1941,1725,1795,1663,1728,1786,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1816,2061,1925,1712,1872,2013,1685,1981,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1595,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1554,1482,1558,1578,1958,1933,1685
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1392,1401,1403,1405,1435,1438,1442,1457,1467,1469,1934,1761,1717,1814,1558,1940,1941,1725,1795,1663,1728,1786,1469,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1816,2061,1925,1712,1872,2013,1685,1981,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1595,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1554,1482,1558,1578,1958,1933,1685
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1392,1401,1403,1405,1435,1438,1442,1457,1467,1469,1469,1761,1717,1814,1558,1940,1941,1725,1795,1663,1728,1786,1934,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1816,2061,1925,1712,1872,2013,1685,1981,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1595,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1554,1482,1558,1578,1958,1933,1685
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1392,1401,1403,1405,1435,1438,1442,1457,1467,1469,1469,1482,1717,1814,1558,1940,1941,1725,1795,1663,1728,1786,1934,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1816,2061,1925,1712,1872,2013,1685,1981,1709,1618,1592,1852,1596,1858,1894,1917,1555,1515,1575,1595,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1554,1761,1558,1578,1958,1933,1685
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1392,1401,1403,1405,1435,1438,1442,1457,1467,1469,1469,1482,1515,1814,1558,1940,1941,1725,1795,1663,1728,1786,1934,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1816,2061,1925,1712,1872,2013,1685,1981,1709,1618,1592,1852,1596,1858,1894,1917,1555,1717,1575,1595,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1554,1761,1558,1578,1958,1933,1685
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1392,1401,1403,1405,1435,1438,1442,1457,1467,1469,1469,1482,1515,1554,1558,1940,1941,1725,1795,1663,1728,1786,1934,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1816,2061,1925,1712,1872,2013,1685,1981,1709,1618,1592,1852,1596,1858,1894,1917,1555,1717,1575,1595,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1814,1761,1558,1578,1958,1933,1685
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1392,1401,1403,1405,1435,1438,1442,1457,1467,1469,1469,1482,1515,1554,1555,1940,1941,1725,1795,1663,1728,1786,1934,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1816,2061,1925,1712,1872,2013,1685,1981,1709,1618,1592,1852,1596,1858,1894,1917,1558,1717,1575,1595,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1814,1761,1558,1578,1958,1933,1685
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1392,1401,1403,1405,1435,1438,1442,1457,1467,1469,1469,1482,1515,1554,1555,1558,1941,1725,1795,1663,1728,1786,1934,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1816,2061,1925,1712,1872,2013,1685,1981,1709,1618,1592,1852,1596,1858,1894,1917,1940,1717,1575,1595,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1814,1761,1558,1578,1958,1933,1685
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1392,1401,1403,1405,1435,1438,1442,1457,1467,1469,1469,1482,1515,1554,1555,1558,1558,1725,1795,1663,1728,1786,1934,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1816,2061,1925,1712,1872,2013,1685,1981,1709,1618,1592,1852,1596,1858,1894,1917,1940,1717,1575,1595,1566,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1814,1761,1941,1578,1958,1933,1685
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1392,1401,1403,1405,1435,1438,1442,1457,1467,1469,1469,1482,1515,1554,1555,1558,1558,1566,1795,1663,1728,1786,1934,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1816,2061,1925,1712,1872,2013,1685,1981,1709,1618,1592,1852,1596,1858,1894,1917,1940,1717,1575,1595,1725,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1814,1761,1941,1578,1958,1933,1685
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1392,1401,1403,1405,1435,1438,1442,1457,1467,1469,1469,1482,1515,1554,1555,1558,1558,1566,1575,1663,1728,1786,1934,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1816,2061,1925,1712,1872,2013,1685,1981,1709,1618,1592,1852,1596,1858,1894,1917,1940,1717,1795,1595,1725,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1814,1761,1941,1578,1958,1933,1685
1102,1105,1110,1130,1145,1157,1158,1159,1160,1183,1194,1207,1219,1226,1238,1251,1253,1258,1286,1306,1338,1350,1351,1353,1366,1392,1401,1403,1405,1435,1438,1442,1457,1467,1469,1469,1482,1515,1554,1555,1558,1558,1566,1575,1578,1728,1786,1934,1661,2088,1593,2048,1855,2012,2070,1968,2057,1865,1977,1951,2000,1623,1816,2061,1925,1712,1872,2013,1685,1981,1709,1618,1592,1852,1596,1858,1894,1917,1940,1717,1795,1595,1725,2044,1960,1856,1727,1770,1616,1832,1652,1697,2093,1814,1761,1941,1663,1958,1933,1685
